,DISTRICT_NUMBER,DISTRICT,CAMPUS_NUMBER,CAMPUS,REGION,COUNTY,SCHOOL_TYPE,GRADES_SERVED,CHARTER,URBANICITY,NUMBER_OF_STUDENTS,OVERALL_RATING,OVERALL_SCORE,%_ECONOMICALLY_DISADVANTAGED,%_EB/EL_STUDENTS,FREE_LUNCH_QUALIFIED_COUNT,REDUCED-PRICE_LUNCH_QUALIFIED_COUNT,RACE_AMERICAN_INDIAN_OR_ALASKA_NATIVE,RACE_ASIAN,RACE_BLACK_OR_AFRICAN_AMERICAN,RACE_HISPANIC/LATINO,RACE_NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER,RACE_TWO_OR_MORE_RACES,RACE_WHITE,TEACHERS_COUNT,LAT,LONG,MEDIAN_HOUSEHOLD_INCOME_AREA,ST_SCHID
5489,101902,ALDINE ISD,101902138.0,ESCAMILLA EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,813,F,56,0.969,0.593,766.0,22.0,2.0,2.0,42.0,1526.0,0.0,8.0,46.0,44.53,,,,TX-101902-101902138
5490,101902,ALDINE ISD,101902139.0,STEHLIK EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,496,F,54,0.982,0.542,478.0,9.0,2.0,6.0,250.0,700.0,2.0,14.0,18.0,27.47,,,,TX-101902-101902139
5491,101902,ALDINE ISD,101902141.0,CARAWAY EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,515,F,58,0.971,0.513,487.0,13.0,2.0,2.0,338.0,660.0,2.0,14.0,12.0,25.91,,,,TX-101902-101902141
5492,101902,ALDINE ISD,101902143.0,REED ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Suburban,677,D,64,0.931,0.547,611.0,19.0,2.0,4.0,140.0,1156.0,0.0,12.0,40.0,36.46,29.91294,-95.36325,,TX-101902-101902143
5493,101902,ALDINE ISD,101902144.0,HILL EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,459,C,79,0.956,0.577,427.0,12.0,4.0,2.0,122.0,736.0,0.0,10.0,44.0,27.75,32.71389,-97.14109,,TX-101902-101902144
5494,101902,ALDINE ISD,101902144.0,HILL EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,459,C,79,0.956,0.577,427.0,12.0,4.0,2.0,122.0,736.0,0.0,10.0,44.0,27.75,30.3772,-97.74904,,TX-101902-101902144
5495,101902,ALDINE ISD,101902145.0,MARCELLA EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,,607,F,59,0.974,0.697,587.0,4.0,0.0,12.0,226.0,942.0,0.0,10.0,24.0,33.79,,,,TX-101902-101902145
5496,101902,ALDINE ISD,101902146.0,OGDEN EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,604,C,78,0.906,0.245,531.0,16.0,6.0,4.0,612.0,526.0,4.0,34.0,22.0,30.55,30.06386,-94.09688,,TX-101902-101902146
5497,101902,ALDINE ISD,101902146.0,OGDEN EL,REGION 04: HOUSTON,HARRIS,Elementary,01 - 05,No,Urban,604,C,78,0.906,0.245,531.0,16.0,6.0,4.0,612.0,526.0,4.0,34.0,22.0,30.55,29.43625,-98.53677,,TX-101902-101902146
5498,101902,ALDINE ISD,101902151.0,KEEBLE EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,604,B,84,0.955,0.616,548.0,29.0,0.0,0.0,122.0,1052.0,0.0,10.0,24.0,33.88,,,,TX-101902-101902151
5499,101902,ALDINE ISD,101902153.0,HINOJOSA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,532,A,91,0.961,0.758,486.0,25.0,0.0,2.0,24.0,1008.0,2.0,4.0,24.0,30.0,,,,TX-101902-101902153
5500,101902,ALDINE ISD,101902154.0,VINES EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,527,C,76,0.966,0.59,495.0,14.0,0.0,0.0,204.0,806.0,2.0,26.0,16.0,33.0,,,,TX-101902-101902154
5501,101902,ALDINE ISD,101902155.0,DE SANTIAGO EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,605,F,56,0.979,0.681,576.0,16.0,0.0,12.0,208.0,948.0,0.0,16.0,26.0,33.0,,,,TX-101902-101902155
5502,101902,ALDINE ISD,101902161.0,GRIGGS EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,759,B,80,0.967,0.547,701.0,33.0,4.0,16.0,460.0,998.0,0.0,24.0,16.0,40.69,,,,TX-101902-101902161
5503,101902,ALDINE ISD,101902162.0,MAGRILL EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,629,C,72,0.957,0.456,566.0,36.0,2.0,6.0,390.0,792.0,2.0,46.0,20.0,36.13,,,,TX-101902-101902162
5504,101902,ALDINE ISD,101902163.0,GARCIA-LEZA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,647,F,56,0.957,0.584,575.0,44.0,0.0,0.0,124.0,1154.0,0.0,4.0,12.0,38.57,,,,TX-101902-101902163
5505,101902,ALDINE ISD,101902164.0,KUJAWA EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,640,D,68,0.972,0.577,605.0,33.0,2.0,48.0,252.0,978.0,0.0,14.0,20.0,39.19,,,,TX-101902-101902164
5506,101902,ALDINE ISD,101902165.0,JONES EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,779,C,71,0.918,0.268,685.0,30.0,0.0,20.0,756.0,690.0,10.0,50.0,32.0,43.98,,,,TX-101902-101902165
5507,101902,ALDINE ISD,101902166.0,VARDEMAN EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,588,A,91,0.957,0.626,534.0,29.0,2.0,0.0,36.0,1120.0,2.0,0.0,16.0,35.0,,,,TX-101902-101902166
5508,101902,ALDINE ISD,101902167.0,STOVALL EC/PK/K,REGION 04: HOUSTON,HARRIS,Elementary,EE - KG,No,,484,B,82,0.955,0.426,439.0,23.0,0.0,8.0,290.0,650.0,0.0,12.0,8.0,26.81,,,,TX-101902-101902167
5509,101903,ALIEF ISD,101903001.0,HASTINGS H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Urban,3927,D,66,0.831,0.399,2937.0,327.0,78.0,674.0,2062.0,4710.0,10.0,32.0,294.0,277.87,29.70918,-95.60047,,TX-101903-101903001
5510,101903,ALIEF ISD,101903002.0,ELSIK H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Urban,4114,D,64,0.808,0.406,3000.0,326.0,66.0,712.0,2036.0,5164.0,8.0,30.0,220.0,244.78,29.71084,-95.60262,,TX-101903-101903002
5511,101903,ALIEF ISD,101903003.0,TAYLOR H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Suburban,2831,D,67,0.792,0.366,2006.0,235.0,44.0,546.0,1540.0,3284.0,10.0,18.0,220.0,176.48,29.7753,-95.72942,,TX-101903-101903003
5512,101903,ALIEF ISD,101903003.0,TAYLOR H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Rural,2831,D,67,0.792,0.366,2006.0,235.0,44.0,546.0,1540.0,3284.0,10.0,18.0,220.0,176.48,30.59326,-97.41352,,TX-101903-101903003
5513,101903,ALIEF ISD,101903005.0,ALIEF LEARNING CTR (6-12),REGION 04: HOUSTON,HARRIS,Elem/Secondary,06 - 12,No,,138,Not Rated,.,0.899,0.514,119.0,5.0,2.0,8.0,100.0,158.0,0.0,0.0,8.0,27.68,,,,TX-101903-101903005
5514,101903,ALIEF ISD,101903006.0,KERR H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,Suburban,804,A,98,0.701,0.076,470.0,94.0,8.0,796.0,258.0,466.0,4.0,10.0,66.0,38.11,29.69187,-95.63453,,TX-101903-101903006
5515,101903,ALIEF ISD,101903011.0,CROSSROADS,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,35,Not Rated,.,0.886,0.171,31.0,0.0,0.0,0.0,46.0,24.0,0.0,0.0,0.0,12.0,,,,TX-101903-101903011
5516,101903,ALIEF ISD,101903012.0,ALIEF EARLY COLLEGE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,407,A,99,0.808,0.061,278.0,51.0,8.0,128.0,206.0,420.0,2.0,8.0,42.0,22.45,,,,TX-101903-101903012
5517,101903,ALIEF ISD,101903041.0,ALIEF MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Urban,838,B,81,0.87,0.689,661.0,68.0,12.0,238.0,204.0,1202.0,0.0,6.0,16.0,63.05,29.70918,-95.59397,,TX-101903-101903041
5518,101903,ALIEF ISD,101903042.0,OLLE MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Urban,1067,D,68,0.897,0.67,894.0,63.0,48.0,58.0,380.0,1584.0,6.0,4.0,54.0,72.88,29.67575,-95.57954,,TX-101903-101903042
5519,101903,ALIEF ISD,101903043.0,KILLOUGH MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Urban,816,C,78,0.88,0.588,666.0,52.0,24.0,244.0,290.0,1018.0,2.0,4.0,50.0,59.98,29.69496,-95.61482,,TX-101903-101903043
5520,101903,ALIEF ISD,101903044.0,HOLUB MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Urban,791,B,81,0.869,0.558,623.0,64.0,34.0,100.0,352.0,1030.0,0.0,6.0,60.0,61.82,29.67324,-95.60332,,TX-101903-101903044
5521,101903,ALIEF ISD,101903045.0,ALBRIGHT MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Suburban,1058,B,84,0.81,0.355,770.0,87.0,24.0,322.0,724.0,956.0,2.0,16.0,72.0,73.24,29.70644,-95.65351,,TX-101903-101903045
5522,101903,ALIEF ISD,101903046.0,O'DONNELL MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,07 - 08,No,Suburban,1229,B,85,0.886,0.43,999.0,91.0,28.0,254.0,972.0,1090.0,0.0,6.0,110.0,88.61,29.71148,-95.63541,,TX-101903-101903046
5523,101903,ALIEF ISD,101903047.0,ALIEF ISD J J A E P,REGION 04: HOUSTON,HARRIS,Elem/Secondary,05 - 11,No,Urban,13,Not Rated,.,0.846,0.385,10.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,,29.69207,-95.50997,,TX-101903-101903047
5524,101903,ALIEF ISD,101903101.0,YOUENS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,Urban,712,C,73,0.959,0.799,654.0,29.0,0.0,156.0,156.0,1092.0,0.0,4.0,16.0,54.5,29.71084,-95.59338,,TX-101903-101903101
5525,101903,ALIEF ISD,101903102.0,BOONE EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,545,D,61,0.936,0.716,470.0,40.0,4.0,36.0,222.0,802.0,0.0,2.0,24.0,43.29,29.67485,-95.57995,,TX-101903-101903102
5526,101903,ALIEF ISD,101903102.0,BOONE EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,545,D,61,0.936,0.716,470.0,40.0,4.0,36.0,222.0,802.0,0.0,2.0,24.0,43.29,30.20414,-97.84082,,TX-101903-101903102
5527,101903,ALIEF ISD,101903103.0,MARTIN EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,715,C,78,0.906,0.785,604.0,44.0,6.0,108.0,88.0,1178.0,0.0,0.0,50.0,56.86,29.69152,-95.58473,,TX-101903-101903103
5528,101903,ALIEF ISD,101903103.0,MARTIN EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Rural,715,C,78,0.906,0.785,604.0,44.0,6.0,108.0,88.0,1178.0,0.0,0.0,50.0,56.86,30.11436,-94.10688,,TX-101903-101903103
5529,101903,ALIEF ISD,101903103.0,MARTIN EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,715,C,78,0.906,0.785,604.0,44.0,6.0,108.0,88.0,1178.0,0.0,0.0,50.0,56.86,25.92624,-97.49499,,TX-101903-101903103
5530,101903,ALIEF ISD,101903103.0,MARTIN EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Rural,715,C,78,0.906,0.785,604.0,44.0,6.0,108.0,88.0,1178.0,0.0,0.0,50.0,56.86,27.79602,-97.66799,,TX-101903-101903103
5531,101903,ALIEF ISD,101903104.0,CHAMBERS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,563,B,80,0.936,0.773,505.0,22.0,6.0,100.0,154.0,800.0,0.0,6.0,60.0,47.93,29.6968,-95.5686,,TX-101903-101903104
5532,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,29.66153,-95.57646,,TX-101903-101903105
5533,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,27.69303,-97.34861,,TX-101903-101903105
5534,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Rural,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,30.19913,-97.71158,,TX-101903-101903105
5535,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,29.83842,-95.46186,,TX-101903-101903105
5536,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,33.51431,-101.93361,,TX-101903-101903105
5537,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,33.5145,-101.933,,TX-101903-101903105
5538,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Rural,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,26.4686,-97.77872,,TX-101903-101903105
5539,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,29.41138,-98.45804,,TX-101903-101903105
5540,101903,ALIEF ISD,101903105.0,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Suburban,626,C,73,0.933,0.657,560.0,24.0,4.0,124.0,286.0,800.0,2.0,0.0,36.0,48.53,30.07011,-95.38012,,TX-101903-101903105
5541,101903,ALIEF ISD,101903106.0,MAHANAY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,601,B,83,0.877,0.469,487.0,48.0,8.0,282.0,470.0,398.0,0.0,0.0,78.0,49.81,29.71064,-95.61555,,TX-101903-101903106
5542,101903,ALIEF ISD,101903107.0,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,549,B,89,0.923,0.723,469.0,38.0,8.0,28.0,182.0,848.0,2.0,0.0,30.0,50.9,29.67144,-95.60053,,TX-101903-101903107
5543,101903,ALIEF ISD,101903107.0,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Rural,549,B,89,0.923,0.723,469.0,38.0,8.0,28.0,182.0,848.0,2.0,0.0,30.0,50.9,38.52593,-95.47158,,TX-101903-101903107
5544,101903,ALIEF ISD,101903107.0,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,549,B,89,0.923,0.723,469.0,38.0,8.0,28.0,182.0,848.0,2.0,0.0,30.0,50.9,29.82814,-95.39735,,TX-101903-101903107
5545,101903,ALIEF ISD,101903107.0,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Rural,549,B,89,0.923,0.723,469.0,38.0,8.0,28.0,182.0,848.0,2.0,0.0,30.0,50.9,32.71921,-96.28343,,TX-101903-101903107
5546,101903,ALIEF ISD,101903107.0,KENNEDY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,549,B,89,0.923,0.723,469.0,38.0,8.0,28.0,182.0,848.0,2.0,0.0,30.0,50.9,27.75633,-97.45307,,TX-101903-101903107
5547,101903,ALIEF ISD,101903108.0,CHANCELLOR EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,Urban,723,B,84,0.916,0.66,605.0,57.0,2.0,442.0,252.0,710.0,2.0,0.0,38.0,57.61,29.70987,-95.57578,,TX-101903-101903108
5548,101903,ALIEF ISD,101903109.0,LIESTMAN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,617,C,70,0.857,0.63,484.0,45.0,0.0,200.0,312.0,704.0,0.0,0.0,18.0,52.82,29.69251,-95.61473,,TX-101903-101903109
5549,101903,ALIEF ISD,101903110.0,PETROSKY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Suburban,594,B,81,0.854,0.396,446.0,61.0,10.0,190.0,354.0,548.0,10.0,0.0,76.0,48.15,29.70644,-95.65351,,TX-101903-101903110
5550,101903,ALIEF ISD,101903111.0,HEFLIN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,601,C,75,0.894,0.173,497.0,40.0,2.0,56.0,780.0,298.0,2.0,0.0,64.0,50.45,29.72366,-95.61932,,TX-101903-101903111
5551,101903,ALIEF ISD,101903112.0,CUMMINGS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,545,C,71,0.95,0.527,476.0,42.0,4.0,100.0,324.0,622.0,0.0,12.0,28.0,48.46,29.66375,-95.58573,,TX-101903-101903112
5552,101903,ALIEF ISD,101903113.0,REES EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Suburban,563,B,84,0.808,0.673,404.0,51.0,4.0,86.0,184.0,786.0,0.0,2.0,64.0,52.21,29.71292,-95.67303,,TX-101903-101903113
5553,101903,ALIEF ISD,101903114.0,ALEXANDER EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,676,C,74,0.889,0.667,550.0,51.0,0.0,166.0,322.0,838.0,4.0,0.0,22.0,55.55,29.68688,-95.60646,,TX-101903-101903114
5554,101903,ALIEF ISD,101903115.0,HEARNE EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Suburban,689,D,69,0.898,0.694,580.0,39.0,0.0,136.0,356.0,828.0,0.0,4.0,54.0,53.87,29.70755,-95.63354,,TX-101903-101903115
5555,101903,ALIEF ISD,101903116.0,LANDIS EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,580,F,58,0.957,0.774,527.0,28.0,6.0,18.0,180.0,932.0,0.0,0.0,24.0,45.0,29.68684,-95.56286,,TX-101903-101903116
5556,101903,ALIEF ISD,101903117.0,SNEED EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 04,No,Urban,1033,F,53,0.921,0.651,907.0,44.0,12.0,70.0,568.0,1310.0,8.0,6.0,92.0,66.1,29.72549,-95.54177,,TX-101903-101903117
5557,101903,ALIEF ISD,101903118.0,BEST EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,674,F,53,0.923,0.764,602.0,20.0,4.0,18.0,202.0,1104.0,6.0,0.0,14.0,53.35,29.67153,-95.55111,,TX-101903-101903118
5558,101903,ALIEF ISD,101903119.0,OUTLEY EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,829,C,79,0.841,0.333,639.0,58.0,8.0,140.0,940.0,460.0,4.0,2.0,104.0,58.18,29.7296,-95.59887,,TX-101903-101903119
5559,101903,ALIEF ISD,101903120.0,HICKS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Suburban,745,C,77,0.886,0.63,610.0,50.0,0.0,238.0,424.0,782.0,2.0,4.0,42.0,57.81,29.68768,-95.62619,,TX-101903-101903120
5560,101903,ALIEF ISD,101903121.0,BUSH EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Urban,767,B,80,0.9,0.827,652.0,38.0,6.0,36.0,154.0,1318.0,2.0,0.0,18.0,62.51,29.70127,-95.55349,,TX-101903-101903121
5561,101903,ALIEF ISD,101903121.0,BUSH EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 04,No,Suburban,767,B,80,0.9,0.827,652.0,38.0,6.0,36.0,154.0,1318.0,2.0,0.0,18.0,62.51,30.21165,-95.52217,,TX-101903-101903121
5562,101903,ALIEF ISD,101903122.0,COLLINS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,Urban,798,C,79,0.925,0.818,702.0,36.0,2.0,162.0,292.0,1112.0,2.0,0.0,26.0,65.92,31.90621,-106.43113,,TX-101903-101903122
5563,101903,ALIEF ISD,101903123.0,HORN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Urban,755,B,86,0.906,0.816,654.0,31.0,6.0,16.0,168.0,1290.0,0.0,0.0,32.0,63.76,29.6743,-95.5676,,TX-101903-101903123
5564,101903,ALIEF ISD,101903123.0,HORN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,Suburban,755,B,86,0.906,0.816,654.0,31.0,6.0,16.0,168.0,1290.0,0.0,0.0,32.0,63.76,29.69392,-95.45199,,TX-101903-101903123
5565,101903,ALIEF ISD,101903124.0,HOLMQUIST EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 04,No,,765,B,83,0.899,0.375,635.0,53.0,6.0,94.0,718.0,658.0,0.0,0.0,54.0,61.52,,,,TX-101903-101903124
5566,101903,ALIEF ISD,101903130.0,MARIA DEL CARMEN MARTINEZ EARLY LEARNING CENTER,REGION 04: HOUSTON,HARRIS,Elementary,EE - PK,No,,403,C,74,0.931,0.717,355.0,20.0,2.0,20.0,154.0,626.0,0.0,0.0,4.0,23.77,,,,TX-101903-101903130
5567,101903,ALIEF ISD,101903131.0,DEDRE' & ELLA JEFFERSON EARLY LEARNING CENTER,REGION 04: HOUSTON,HARRIS,Elementary,EE - PK,No,,393,C,74,0.924,0.496,324.0,39.0,2.0,70.0,354.0,336.0,0.0,2.0,22.0,24.3,,,,TX-101903-101903131
5568,101903,ALIEF ISD,101903140.0,OWENS INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,Urban,859,D,66,0.891,0.807,728.0,37.0,18.0,92.0,172.0,1380.0,0.0,4.0,52.0,52.02,29.70099,-95.5683,,TX-101903-101903140
5569,101903,ALIEF ISD,101903141.0,KLENTZMAN INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,Urban,791,D,68,0.908,0.757,675.0,43.0,10.0,32.0,228.0,1254.0,0.0,8.0,50.0,60.47,29.66041,-95.57324,,TX-101903-101903141
5570,101903,ALIEF ISD,101903142.0,YOUNGBLOOD INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,Urban,871,B,84,0.865,0.684,682.0,71.0,8.0,342.0,376.0,918.0,2.0,6.0,90.0,64.72,29.68754,-95.60005,,TX-101903-101903142
5571,101903,ALIEF ISD,101903143.0,MATA INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,,778,C,79,0.909,0.674,659.0,48.0,18.0,50.0,344.0,1102.0,0.0,4.0,38.0,62.09,,,,TX-101903-101903143
5572,101903,ALIEF ISD,101903144.0,MILLER INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,,779,A,91,0.832,0.474,587.0,61.0,20.0,158.0,558.0,730.0,4.0,4.0,84.0,59.06,,,,TX-101903-101903144
5573,101903,ALIEF ISD,101903145.0,BUDEWIG INT,REGION 04: HOUSTON,HARRIS,Middle School,05 - 06,No,,1085,B,80,0.884,0.463,879.0,80.0,20.0,184.0,910.0,924.0,8.0,12.0,112.0,80.47,,,,TX-101903-101903145
5574,101903,ALIEF ISD,101903205.0,ALIEF LEARNING CTR (K-6),REGION 04: HOUSTON,HARRIS,Elementary,03 - 05,No,,9,Not Rated,.,1.0,0.333,6.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,2.09,,,,TX-101903-101903205
5575,101905,CHANNELVIEW ISD,101905001.0,CHANNELVIEW H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,2893,C,76,0.872,0.273,2469.0,53.0,48.0,52.0,618.0,4738.0,10.0,46.0,274.0,152.98,,,,TX-101905-101905001
5576,101905,CHANNELVIEW ISD,101905005.0,ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,,70,A,92,0.857,0.3,57.0,3.0,2.0,0.0,6.0,108.0,0.0,2.0,22.0,9.14,,,,TX-101905-101905005
5577,101905,CHANNELVIEW ISD,101905041.0,ALICE JOHNSON J H,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,Suburban,1189,C,72,0.769,0.464,883.0,31.0,24.0,6.0,196.0,1994.0,0.0,28.0,130.0,72.91,29.79924,-95.12666,,TX-101905-101905041
5578,101905,CHANNELVIEW ISD,101905042.0,B H HAMBLEN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,,954,B,86,0.831,0.431,757.0,36.0,8.0,14.0,276.0,1518.0,0.0,38.0,54.0,58.95,,,,TX-101905-101905042
5579,101905,CHANNELVIEW ISD,101905043.0,AGUIRRE J H,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,,975,B,82,0.759,0.435,713.0,27.0,26.0,8.0,184.0,1592.0,4.0,4.0,132.0,69.93,,,,TX-101905-101905043
5580,101905,CHANNELVIEW ISD,101905102.0,DE ZAVALA EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,Urban,536,C,74,0.946,0.61,498.0,9.0,10.0,2.0,16.0,976.0,0.0,6.0,62.0,39.96,32.72783,-97.33442,,TX-101905-101905102
5581,101905,CHANNELVIEW ISD,101905102.0,DE ZAVALA EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,Urban,536,C,74,0.946,0.61,498.0,9.0,10.0,2.0,16.0,976.0,0.0,6.0,62.0,39.96,29.73729,-95.28968,,TX-101905-101905102
5582,101905,CHANNELVIEW ISD,101905102.0,DE ZAVALA EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,Urban,536,C,74,0.946,0.61,498.0,9.0,10.0,2.0,16.0,976.0,0.0,6.0,62.0,39.96,29.42254,-98.52449,,TX-101905-101905102
5583,101905,CHANNELVIEW ISD,101905103.0,MCGHEE EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,,846,B,83,0.881,0.502,729.0,16.0,14.0,10.0,132.0,1430.0,0.0,14.0,92.0,57.67,,,,TX-101905-101905103
5584,101905,CHANNELVIEW ISD,101905104.0,MCMULLAN EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,,506,D,62,0.919,0.626,441.0,24.0,6.0,0.0,32.0,920.0,0.0,12.0,42.0,37.14,,,,TX-101905-101905104
